-7.1400168833,-6.5560569716,-2.0467338419,0.0132471664,4.8740838940,-3.1637588826,-6.8551682243
-9.4269172191,-22.5200591593,19.1411547180,5.4253294999,-3.3003797191,7.7287431609,-17.9060164814
-15.2570515669,-31.0084776407,22.4093887095,6.6590268505,-1.5219999204,7.8376751328,-25.5059914722
14.2551443611,1.4313312415,22.4538126663,4.5208375171,-17.9175440687,16.3277378756,6.2403890974
-12.6176280268,-13.4783525351,-0.6349415080,0.7616682849,7.2842695549,-3.9655613024,-13.3231287772
12.4970288318,-12.1834865693,40.8570387399,9.2050055027,-25.1442988884,25.8541383315,-3.1124375030
-19.2431898305,-22.5984459711,2.2497773200,1.9583437446,9.6749489178,-4.2938411976,-21.6237590476
16.3702835870,10.8280687489,11.3151627211,1.6091801252,-14.1267088953,10.8633315252,13.0324757244
-10.3082252298,-26.4353664540,23.7822588618,6.6385200799,-4.8798943747,10.0055791402,-20.7360525760
10.7887899195,23.7589537306,-18.7324967813,-5.4233335881,2.3625645799,-7.1153370369,19.2061520010
17.0573280266,37.0971274700,-28.8817917377,-8.3925196415,3.4078048633,-10.8490512471,30.0675222447
-0.3336929852,-2.4371052980,3.2613442873,0.8317204164,-1.2684180464,1.6818823139,-1.6812851462
6.3053702952,-10.6696215259,27.7396788171,6.4084054338,-15.8622739349,16.9283477008,-4.4589181093
8.3166269971,18.5802965266,-14.8584229645,-4.2841867900,2.0076490528,-5.7129247919,14.9748053473
21.5632501122,42.6046866199,-29.7488784064,-8.9353245350,1.2940158355,-10.0290934987,35.2688202992
-1.1156189643,-20.4213899165,30.2408824815,7.5680590026,-12.8592950077,16.1628559384,-13.4602036592
18.6571839227,26.7920709366,-9.8727258388,-3.8029022083,-5.9522452822,-0.0291705183,24.0833239815
-0.1709328598,15.6985658249,-25.0299298993,-6.1842781767,11.2506614103,-13.6916703736,9.9629853063
-20.3866399984,-30.5804470649,12.8437216000,4.6643849114,5.5877171113,1.1524098242,-27.1491831761
-5.1876377829,-15.2949905871,15.1058903994,4.1175883676,-3.8541603893,6.7453874545,-11.7073520497
5.5054423471,-5.5170932592,18.2351458676,4.1135967172,-11.1822488621,11.5184073364,-1.4668189777
-4.5005933432,10.9740681339,-25.0910640594,-5.8841113992,13.6803533693,-14.9669953178,5.3276944707
15.7331157643,34.1162681385,-26.4806444149,-7.7016271844,3.0723956342,-9.9201615267,27.6688453084
2.7711372676,-14.7624442623,28.0620598206,6.7455941022,-14.0448815402,16.0902346237,-8.3935536653
-3.2442596669,-12.4655177600,14.0164790689,3.7063559174,-4.4469536555,6.7090767971,-9.1740270527
12.4610248938,34.0901392012,-32.1111035475,-8.8572891029,7.3975051798,-13.9276896462,26.4295977863
1.0854008165,-7.7410200690,14.0776132290,3.4061891399,-6.8766456145,7.9844017414,-4.5387362171
-15.8897188973,-13.5044814724,-6.2654006406,-0.3939936335,11.6093791006,-7.9730894218,-14.5623762993
-21.7108522606,-33.5613063964,15.2448689227,5.3552773685,5.2523078822,2.0812995446,-29.5478601124
-7.0361343594,-26.4092375167,29.4127179945,7.7941819983,-9.2050039203,14.0131072597,-19.4968050539
-18.2715007725,-21.1837095576,1.7050716548,1.7527275195,9.3785522847,-4.3119965262,-20.3570965491
-20.0386172863,-23.2301209257,1.8662621565,1.9213218537,10.2872484821,-4.7310530648,-22.3244143271
4.3304887335,26.9903281961,-35.0180343539,-8.9848698959,13.2045978910,-17.8444411223,18.8570377719
-2.6385952900,4.7357053996,-12.0348382966,-2.7873445528,6.8280203747,-7.3165296314,2.0388842414
4.9766575406,-7.8662776361,21.0198083539,4.8415110652,-12.1299576555,12.8845089240,-3.1648406344
-8.9840129675,-23.4545071226,21.3811115390,5.9476276228,-4.5444851455,9.0766894198,-18.3373756396
-4.7447335313,-16.2294385504,17.3458472205,4.6398864904,-5.0982658158,8.0933337134,-12.1387112079
-4.2384511861,15.0407619330,-31.0439041955,-7.3769619860,16.1880705202,-18.1364103602,8.0230825046
-7.0586368206,2.5117785898,-16.1923709352,-3.4947521302,11.1336236223,-10.8505352264,-1.0330329981
-5.9875657309,-10.1424623204,5.6013574500,1.8227796510,0.8258646835,1.3354470901,-8.7152529180
-8.4507276688,-26.8895259670,27.7174668387,7.4775001005,-7.6645018607,12.6833163294,-20.3321083941
-7.8450632919,-9.6883028074,1.6661494731,0.9837996303,3.6104721695,-1.3422900992,-9.1191970999
19.2808502686,20.8564812109,0.5600279395,-1.2654553757,-10.9481732861,5.8361370420,20.5252176310
-0.7810977290,4.2815458866,-8.0996303197,-1.9483645322,4.0434128886,-4.6387924422,2.4428284233
16.5240427279,40.5321463145,-35.2181470373,-9.9223921192,6.5278215785,-14.4556781567,32.0622549991
1.9487068583,19.3111001110,-27.0475620586,-6.8381487428,10.9737710752,-14.1833482267,13.0623175221
8.1538668717,0.4446254037,13.4328512221,2.7318118031,-10.5114304039,9.6606278956,3.3305348949
-22.6825413186,-34.9760428100,15.7895745880,5.5608935935,5.5487045153,2.0994548732,-30.8145226109
-19.6860940820,-21.6639980078,0.0098204990,1.4360456217,10.9190543443,-5.6417874565,-21.1923998893
-2.8103563999,-1.8315592806,-1.9855996819,-0.2869196111,2.4443919350,-1.8884339383,-2.2198773887
2.7486348063,14.1585718443,-17.5430291091,-4.5433400263,6.2937460025,-8.7734078623,10.0702183905
-9.0833949992,-9.3855297988,-0.9573225114,0.4244796165,5.4668771602,-3.1274482253,-9.3884932212
-14.1181018913,-17.2422733255,2.6944266436,1.6951988580,6.6329573947,-2.5813043861,-16.2878129325
2.1294689527,14.3099583486,-18.8547651014,-4.8230000331,7.2219484978,-9.6659869254,9.9355703299
-3.6871639184,-11.5310697967,11.7765222479,3.1840577945,-3.2028482291,5.3611305382,-8.7426678944
-4.3243317411,11.7571295929,-26.0192848881,-6.1267495152,13.9962563004,-15.4223625137,5.8937016896
10.3728886215,-10.0118176340,33.7536531133,7.6010892432,-20.7996830448,21.3730876875,-2.5190153077
-7.5694196581,-22.9742186723,23.0763626948,6.2643095206,-6.0849872051,10.4064803501,-17.5020722995
19.7372559969,2.5694235837,30.1630381183,6.0302032242,-24.3954552382,22.1022687925,9.0155952392
-10.4979883087,-9.8658182490,-2.6525736672,0.1077977188,7.0073792198,-4.4572391556,-10.2237965614
-13.7700791792,-9.8919471863,-8.2830327999,-1.0478641997,11.3324887654,-8.4647672750,-11.4630440835
-7.9354443391,-7.1877319262,-2.4302490054,-0.0237747245,5.4863834582,-3.6009707498,-7.5558235038
4.4253702729,18.7055540936,-21.8006180894,-5.7195087153,7.2609610938,-10.6130319745,13.6009097646
14.1377603604,38.6371214506,-36.3686925278,-10.0334577919,8.3647202712,-15.7673137583,29.9602891605
-16.1428600699,-29.1395817141,17.9294750674,5.6144306047,0.9662109326,5.1417826150,-24.6432731556
20.2525393266,22.2712176245,0.0153222742,-1.4710716008,-11.2445699192,5.8179817133,21.7918801294
-11.2030347173,-12.9980640848,1.0603096478,1.0783501827,5.7437674953,-2.6357703721,-12.4878254371
14.2281414076,36.1365505694,-32.2722940493,-9.0258834371,6.4888089825,-13.5086331077,28.3969155644
5.3066782837,22.6208613884,-26.4417222333,-6.9326992952,8.8404757494,-12.8898679538,16.4309458592
7.7833416984,22.0153153711,-21.1947782641,-5.8140592677,5.1276657680,-9.3195517015,16.9695381018
-3.9673080445,7.5390492895,-18.7547087597,-4.3542389214,10.5603366541,-11.3603684082,3.3329617163
